Input Path,Ground-Truth
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0212088.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0104344.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0025759.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0051806.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0016454.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0130340.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0068034.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0066973.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0012843.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0001469.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0159434.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0205174.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0078095.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0202834.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0019563.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0065808.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0139560.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0172425.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0065888.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0086331.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0029353.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0099705.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0218894.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0196919.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0218643.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0239603.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0131525.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0010534.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0159463.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0016404.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0238402.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0242433.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0015594.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0053538.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0129195.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0162461.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0001661.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0010359.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0140342.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0167621.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0062365.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0223644.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0199525.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0118194.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0063701.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0150045.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0136036.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0250036.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0051420.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0126700.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0029313.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0015263.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0102416.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0017074.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0015473.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0057035.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0248117.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0204409.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0236872.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0220714.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0126030.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0033154.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0053066.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0189532.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0009077.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0019462.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0197887.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0009354.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0041182.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0049992.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0031350.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0033422.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0005380.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0063828.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0052230.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0242901.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0139730.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0081300.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0124212.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0166778.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0059556.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0193048.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0026126.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0219674.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0069496.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0033025.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0102598.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0016760.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0012811.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0040526.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0162792.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0039391.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0026994.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0004751.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0044324.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0054893.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0033706.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0084096.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0219905.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0217590.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0026327.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0197664.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0023367.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0151358.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0142097.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0055161.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0069168.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0218727.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0057885.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0042558.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0103245.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0006254.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0210505.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0078820.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0070476.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0008794.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0036248.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0069526.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0169398.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0076355.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0143550.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0138371.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0035403.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0020981.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0024104.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0036595.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0092287.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0142997.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0078207.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0073680.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0016406.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0018305.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0183761.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0033087.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0039919.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0131455.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0063872.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0046279.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0042652.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0072730.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0224446.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0071712.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0094310.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0126289.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0054091.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0106518.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0199340.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0053623.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0207239.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0017946.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0028888.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0013375.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0152225.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0124467.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0031867.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0078031.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0164363.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0154651.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0023205.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0114301.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0197194.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0104309.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0091779.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0241538.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0134622.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0211868.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0027445.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0042172.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0026666.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0101523.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0236871.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0198184.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0068856.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0075174.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0057839.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0012441.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0021162.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0065873.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0106969.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0204355.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0015858.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0063005.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0054813.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0144947.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0027140.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0051724.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0125207.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0085467.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0193949.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0094367.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0136272.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0117470.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0109662.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0025505.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0142559.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0090417.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0013971.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0050069.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0139459.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0192583.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0160717.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0121915.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0239099.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0015847.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0230089.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0018866.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0084144.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0066282.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0013425.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0249112.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0231045.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0098412.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0014339.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0129795.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0056009.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0113431.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0065594.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0210672.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0022519.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0222750.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0002474.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0015081.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0072125.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0096238.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0167758.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0043293.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0016041.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0107927.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0187187.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0043636.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0100410.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0075389.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0098516.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0162992.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0236859.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0068142.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0034172.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0038376.jpg,CT
BraTS-Path/New-Data-384-Collated-JPG/CT/BraTSPath_CT_0123503.jpg,CT
BraTS-Path/BraTS-Path2025-Train-2-JPG/Validation-Data-384-Collated-JPG/CT/BraTSPath_CT_0007801.jpg,CT
